t;G1;G2;G3
0.01;87.43805677391425;3.822108353115337e-6;42.59307284837597
0.02;86.23298768278255;3.7893150652216323e-6;43.142452720263066
0.03;84.83407446324148;3.765970894121065e-6;44.01426805585096
0.04;83.24420119716463;3.7511466914583694e-6;45.197749797335504
0.05;81.46578730611338;3.7426061342334245e-6;46.68186592321972
0.06;79.50114306776662;3.737223031854072e-6;48.45505463195718
0.07;77.35285889078867;3.733666961690053e-6;50.50492179606489
0.08;75.02892049259312;3.731358473358874e-6;52.796610046158285
0.09;72.54088533652629;3.7296895815347957e-6;55.28827714874303
0.1;69.89832177257331;3.728235123926613e-6;57.95695801156416
0.11;67.11201773241685;3.726611133756686e-6;60.78205370578228
0.12;64.19503059425233;3.7244388855451803e-6;63.74103382783398
0.13;61.16275794497731;3.7213442875018447e-6;66.80953419849563
0.14;58.03292463197328;3.7169585178962535e-6;69.9615336813374
0.15;54.825483197289756;3.710918247206431e-6;73.16960612771098
0.16;51.562429064711445;3.7028664193563023e-6;76.40523988976746
0.17;48.26753640852345;3.692453248789951e-6;79.63921316894229
0.18;44.96602481885471;3.6793375660789784e-6;82.84200986329762
0.19;41.68416959251318;3.6631885801866378e-6;85.98425750333514
0.2;38.44885441208656;3.643687785338929e-6;89.0371602428152
0.21;35.27913332557062;3.62048270335367e-6;91.9694441586249
0.22;32.18886743746302;3.5932141518037093e-6;94.74762110304154
0.23;29.200587186737476;3.5616120308805997e-6;97.34270658203165
0.24;26.34201710653525;3.525479707574229e-6;99.73072830080186
0.25;23.639163313189137;3.4846585985062045e-6;101.89037471293716
0.26;21.116001110744545;3.4390341056023696e-6;103.80312409867763
0.27;18.79426602793846;3.3885420340410113e-6;105.45328238286595
0.28;16.693337650584677;3.333175614627483e-6;106.82792707078177
0.29;14.830215667909169;3.2729930042917604e-6;107.91676472184525
0.3;13.219583842489769;3.208125073706711e-6;108.71191229493546
0.31;11.873954659361802;3.138562799590583e-6;109.2076146503649
0.31;-36.91225680068067;190.36114053131956;213.90458087834173
0.32;-40.89360807897181;194.71804007559294;209.79708847029917
0.33;-44.08536260279074;199.201442657166;205.0922338821704
0.34;-46.57727892943422;203.7910308777727;199.90705439224047
0.35;-48.4554230919026;208.46206634308965;194.35372358610144
0.36;-49.80124632820679;213.18642350560674;188.53971064592926
0.37;-50.691080416120336;217.93383019157403;182.56782152381817
0.38;-51.19592706515304;222.6732564545444;176.53607878606553
0.39;-51.38144637081788;227.37435907211596;170.53743494613732
0.4;-51.30806685552466;232.0088782065122;164.65935469643432
0.41;-51.03115533875712;236.55188487203955;158.98332851105513
0.42;-50.6011987865539;240.982790827237;153.58439194067435
0.43;-50.063962102786;245.28605395641245;148.53072257252592
0.44;-49.460595703912695;249.45153882328864;143.88337244662796
0.45;-48.82767557704872;253.4745199393567;139.69617047148455
0.46;-48.19716868540457;257.35534017236097;136.01579896419506
0.47;-47.59632811821311;261.0987564021951;132.8820149562866
0.48;-47.047507069108285;264.71302977888905;130.32798100572563
0.49;-46.56782196755426;268.2088542361861;128.3807076998032
0.5;-46.16861308245211;271.5982178425445;127.06157478498952
0.51;-45.85473685704146;274.89325518562435;126.38680745897241
0.52;-45.62371681392898;278.1051032289457;126.36779851258633
0.53;-45.464731590826155;281.2427380596221;127.01122678419081
0.54;-45.35742427679159;284.31181445796835;128.31892579871976
0.55;-45.2705423527416;287.3135895039901;130.28744143137047
0.56;-45.160424874884214;290.24397569228296;132.9072347481167
0.57;-44.96935823251301;293.0927039404372;136.16152028554106
