t;G1;G2;G3
0.01;1.2999368312819903;2.2274679577131185;2.074958216072446
0.02;1.479635725333604;2.9143566612701446;2.4744091820471645
0.03;1.6590647962897196;3.5959044149337784;2.8719861536203246
0.04;1.837904340938286;4.271538000962592;3.2672557773529185
0.05;2.01585117480018;4.499948876832422;3.659816143187171
0.06;2.192620077867818;4.4999680950434655;4.049290608511489
0.07;2.3679450285274912;4.499968096296639;4.43505444348419
0.08;2.5415847663003945;4.499968089853904;4.499926860128068
0.09;2.7133287469469964;4.499968077511016;4.499940120583884
0.1;2.882993361853354;4.499968059916927;4.49994015904598
0.11;3.0504161056266743;4.499968037649931;4.499940211710482
0.12;3.215454166848316;4.499968011225473;4.49994028678878
0.13;3.3779836334264752;4.499967981103019;4.499940389843821
0.14;3.5378983506049537;4.4999679476921886;4.499940525904013
0.15;3.695108400747041;4.499967911358198;4.499940699341342
0.16;3.8495381033669025;4.499967872426704;4.499940913762606
0.17;4.0011231729209475;4.499967831188113;4.499941171921268
0.18;4.149805520325015;4.4999677879014355;4.499941475655941
0.19;4.295516579226963;4.499967742797694;4.499941825860078
0.2;4.437995064265099;4.499967696082987;4.4999422224864105
0.21;4.499686025886839;4.499967647941192;4.499942665042871
0.22;4.499823981727345;4.499967598536397;4.499943152873125
0.23;4.499822310669113;4.499967548015057;4.499943684168909
0.24;4.499820577798631;4.499967496507903;4.499944255478207
0.25;4.499818965080481;4.499967444131668;4.4999448624522485
0.26;4.49981747010416;4.499967390990614;4.499945500381885
0.27;4.4998160876966535;4.499967337177888;4.4999461643537915
0.28;4.499814810503908;4.499967282776734;4.499946849395235
0.29;4.499813629389431;4.499967227861573;4.499947550602312
0.3;4.499812533862234;4.49996717249897;4.499948263247662
0.31;4.4998115125071605;4.499967116748488;4.499948982865374
0.31;4.4985983942195995;4.485994447813558;4.499754329030237
0.32;4.498579672780208;4.4737553130269205;4.49976194037671
0.33;4.498688486330543;4.463543357055339;4.4997740104237565
0.34;4.498771097313792;4.455183245523827;4.49978390191814
0.35;4.498824508640045;4.448582619257423;4.499792068088332
0.36;4.4988536029206685;4.443675030081418;4.499798861303496
0.37;4.498861154911758;4.440401483799876;4.499804547088385
0.38;4.498847770305629;4.438700599602049;4.4998093249953675
0.39;4.49881195286583;4.438501079401143;4.4998133430689595
0.4;4.4987496686846296;4.439714863482873;4.499816708147713
0.41;4.49865314654577;4.44223059493512;4.499819493425872
0.42;4.498508231464108;4.445907377165272;4.49982174414486
0.43;4.498288513128734;4.4505688689518355;4.499823481919641
0.44;4.497941405103679;4.455997687001596;4.499824707960932
0.45;4.49735241899251;4.461929957412026;4.499825405289719
0.46;4.496251357177157;4.468049844653999;4.499825539925983
0.47;4.494021410696412;4.473984659959914;4.499825060943763
0.48;4.489627881065025;4.479305041385374;4.499823899197567
0.49;4.4820155166068885;4.48354646844283;4.49982196442043
0.5;4.470418526627768;4.486280136965724;4.499819140214594
0.51;4.454308937719324;4.487204344112586;4.499815276135668
0.52;4.433285224719385;4.486099418609205;4.499810175560819
0.53;4.407005943215197;4.4826314789368755;4.499803577184518
0.54;4.375156516316852;4.476263645889342;4.499795126409492
0.55;4.337432248924237;4.466336126665462;4.499784329894251
0.56;4.293529012758625;4.452159282284563;4.499770480677505
0.57;4.2431379132437534;4.433052945881662;4.499752529233067
0.58;4.185942439102971;4.408353684751322;4.499728848939163
0.59;4.121617559878414;4.3774135219555435;4.499696779447121
