t;B1;B2;B3;B4;B5;B6;B7;B8;B9
1.46;0.9783636750670107;1.0790044707290132;1.0349111704923866;0.8779695149808978;0.8017960185921327;0.8211451353588215;1.027627934343686;0.9720636556406954;0.9743774929889424
1.47;0.971261939549149;1.0729437157667001;1.025026150814743;0.8673816800054025;0.7921267945655475;0.8064727606852897;1.0197982936785581;0.9624784001112182;0.962554117014466
1.48;0.9644116471184175;1.0674545128012898;1.0157131653087106;0.857250363159301;0.7828744807076154;0.7924922850145242;1.012700031747659;0.9537043725069755;0.9514761572766188
1.49;0.9578523622371574;1.0625339857169984;1.007010452990504;0.8476304546011624;0.7740892048529024;0.7792791695464746;1.006337537369352;0.9457602626557697;0.9411899765131359
1.5;0.95161909987261;1.0581731128462746;0.9989479577648159;0.8385702270552564;0.7658150515367655;0.7669001950287136;1.0007062062971916;0.938653862297019;0.9317312981721936
1.51;0.9457427757943565;1.0543579878217806;0.9915483748633203;0.8301121403806717;0.7580907967592672;0.7554144971381073;0.9957940760023118;0.9323837648301774;0.9231265397305836
1.52;0.9402506717396457;1.0510709820371182;0.9848282255637418;0.8222936273917067;0.7509506256270161;0.744874552971018;0.9915833843437764;0.9269410403258399;0.9153941663874438
1.53;0.935166879339747;1.0482918011917335;0.9787989348194527;0.8151478212288603;0.744424796616739;0.7353270779969989;0.9880520293134019;0.92231085238648;0.9085460326150359
1.54;0.9305127040350548;1.0459984343387398;0.9734678912274337;0.8087042018732358;0.738540231997459;0.726813808635228;0.9851749150671129;0.9184739910370465;0.9025886857008137
1.55;0.9263070180779294;1.044167996884287;0.9688394705856049;0.8029891481465303;0.7333210219384261;0.7193721545137326;0.982925174303053;0.9154083003269045;0.897524608176574
1.56;0.9225665560244197;1.0427774700661576;0.9649160044919317;0.7980263867427151;0.7287888345823669;0.7130357102334995;0.981275259786236;0.9130899820359014;0.8933533767741766
1.57;0.9193061486420949;1.041804339195231;0.9616986746379187;0.7938373330488957;0.724963227296394;0.7078346203035366;0.980197899071034;0.9114947584298733;0.8900727151277426
1.58;0.9165388925744168;1.0412271318780553;0.9591883120677109;0.790441320345353;0.7218618559864253;0.703795793370357;0.9796669067263917;0.9105988778417526;0.8876794164286046
1.59;0.9142762537219935;1.0410258559779073;0.9573860790632333;0.787855714767355;0.7195005800847974;0.7009429632701669;0.979657848057739;0.9103799473298698;0.8861701110998226
1.6;0.912528102339119;1.0411823355760015;0.9562940097974947;0.7860959134297884;0.7178934608376049;0.6992965950705229;0.9801485478335579;0.9108175771144015;0.8855418537087129
1.61;0.9113026774852385;1.0416804419605958;0.9559153847785217;0.7851752226248981;0.7170526500701245;0.698873634433578;0.9811194372065286;0.9118938222184766;0.8857925031610713
1.62;0.9106064779081751;1.0425062159332652;0.9562549136877455;0.7851046122993411;0.7169881659656802;0.6996870986498952;0.9825537321625968;0.9135934080210171;0.8869208710774207
1.63;0.9104440758882383;1.043647877652577;0.9573187018122756;0.7858923424438794;0.7177075518701319;0.701745507930503;0.9844374376793977;0.9159037285222319;0.888926615482531
